alpha_gen,final_test_acc_mean,final_test_acc_std,n_trials,final_test_acc_min,final_test_acc_max,final_E_test_mean,final_E_test_std,n_trials_E,final_E_test_min,final_E_test_max
1.0,0.7038375,0.28211929562560184,8,0.098,0.8497,157.1670411829094,402.44383074214005,7,4.513665125647877,1069.8215622514485
